Test Case_ID,Test Case,Functionality
TC_4789,To check whether user is able to see Exisitng ARN button functionality,Positive
TC_4790,To check whether user is able to select options from dropdown in case of existing arn functionality,Positive
TC_4791,Check whether user is able to select option from dropdown,Positive
TC_4792,To verify that without selecting distributor ARN code proceed further,Positive
TC_4793,To verify that with selecting distributor ARN code proceed further,Positive
TC_4794,Check whether user is able to enter distributor code manually,Positive
TC_4795,Check whether user is able to enter only numbers in distributor code ARN field,Negative
TC_4796,Check whether user is able to enter only alphabets in distributor code ARN field,Negative
TC_4797,Check whether user is able to enter alphanumeric characters in distributor code ARN field,Positive
TC_4798,Check whether user is able to enter only - (hyphen) special character in distributor code ARN field,Positive
TC_4799,Check whether user is able to enter only numbers in Sub distributor code RIA field,Positive
TC_4800,Check whether user is able to enter only alphabets in Sub distributor code RIA field,Positive
TC_4801,Check whether user is able to enter alphanumeric characters in Sub distributor code RIA field,Positive
TC_4802,Check whether user is able to enter only - (hyphen) special character in Sub distributor code RIA field,Positive
TC_4803,"Check whether user is able to enter Sub distributor code RIA in  following format only 
e.g.RIA-0000 | INA000",Positive
TC_4804,Without entering Sub distributor ARN code and proceed further,Positive
TC_4805,Check whether user is able to enter only numbers in Internal sub broker code / Employee code,Positive
TC_4806,Check whether user is able to enter only alphabets in Internal sub broker code / Employee code,Positive
TC_4807,Check whether user is able to enter only alphanumeric characters in Internal sub broker code / Employee code,Positive
TC_4808,Check whether user is able to enter Special characters in Internal sub broker code / Employee code,Positive
TC_4809,To check whether user is able to see EUIN no field,Positive
TC_4810,To check whether user is able to enter EUIN no if checkbox is unchecked,Positive
TC_4811,To check whether user is able to enter EUIN no if checkbox is checked,Positive
TC_4812,To check whether user is able to check/uncheck checkbox,Positive
TC_4813,Check whether user is able to select direct scheme with broker code,Positive
TC_4814,"Check whether user is able to see and click on ""New RIA"" button functionality",Positive
TC_4815,To check whether user is able to see Exisitng RIA button functionality,Positive
TC_4816,To check whether user is able to select options from dropdown in case of existing ria functionality,Positive
TC_4817,To check whether user is able to see direct moamc  button functionality,Positive
TC_4818,To check whether user is not able to enter code after clicking on direct moamc button,Positive
TC_4819,Check whether user is able to select option from dropdown,Positive
TC_4820,To verify that without selecting distributor ARN code proceed further,Positive
TC_4821,To verify that with selecting distributor ARN code proceed further,Positive
TC_4822,Check whether user is able to enter distributor code manually,Positive
TC_4823,Check whether user is able to enter only numbers in distributor code ARN field,Negative
TC_4824,Check whether user is able to enter only alphabets in distributor code ARN field,Negative
TC_4825,Check whether user is able to enter alphanumeric characters in distributor code ARN field,Positive
TC_4826,Check whether user is able to enter only - (hyphen) special character in distributor code ARN field,Positive
TC_4827,Check whether user is able to enter only numbers in Sub distributor code RIA field,Positive
TC_4828,Check whether user is able to enter only alphabets in Sub distributor code RIA field,Positive
TC_4829,Check whether user is able to enter alphanumeric characters in Sub distributor code RIA field,Positive
TC_4830,Check whether user is able to enter only - (hyphen) special character in Sub distributor code RIA field,Positive
TC_4831,"Check whether user is able to enter Sub distributor code RIA in  following format only 
e.g.RIA-0000 | INA000",Positive
TC_4832,Without entering Sub distributor ARN code and proceed further,Positive
TC_4833,Check whether user is able to enter only numbers in Internal sub broker code / Employee code,Positive
TC_4834,Check whether user is able to enter only alphabets in Internal sub broker code / Employee code,Positive
TC_4835,Check whether user is able to enter only alphanumeric characters in Internal sub broker code / Employee code,Positive
TC_4836,Check whether user is able to enter Special characters in Internal sub broker code / Employee code,Positive
TC_4837,To check whether user is able to see EUIN no field,Positive
TC_4838,To check whether user is able to enter EUIN no if checkbox is unchecked,Positive
TC_4839,To check whether user is able to enter EUIN no if checkbox is checked,Positive
TC_4840,To check whether user is able to check/uncheck checkbox,Positive
TC_4841,To verify that user is able to view SIP Details Section on SIP Page,Positive
TC_4842,"To verify the presence of following in Schedule your sip section
1.frequency
2.set sip tenure
3.number of installments",Positive
TC_4843,To verify that user is able to select only one option from Frequency selector,Positive
TC_4844,To verify user is able to see monthly button,Positive
TC_4845,To verify user is able to click on monthly button,Positive
TC_4846,To verify user is able to see weekly button,Positive
TC_4847,To verify user is able to click on weekly button,Positive
TC_4848,To verify user is able to see daily button,Positive
TC_4849,To verify user is able to click on daily button,Positive
TC_4850,To verify user is able to see quaterly button,Positive
TC_4851,To verify user is able to click on quaterly button,Positive
TC_4852,To verify user is able to see yearly button,Positive
TC_4853,To verify user is able to click on yearly button,Positive
TC_4854,To verify user is able to see fortnightly button,Positive
TC_4855,To verify user is able to click on fortnightly button,Positive
TC_4856,To verify user is able to see half yearly button,Positive
TC_4857,To verify user is able to click on half yearly button,Positive
TC_4858,To verify that user is able to view Set SIP Tenure under Schedule Your SIP,Positive
TC_4859,To verify that user is able to select only one option from Set SIP Tenure selector,Positive
TC_4860,To verify user is able to see perpetual button,Positive
TC_4861,To verify user is able to click on perpetual button,Positive
TC_4862,To verify user is able to see I will set button,Positive
TC_4863,To verify user is able to click on I will set button,Positive
TC_4864,To verify user is able to see Short blast button,Positive
